alpha,beta,gama
-0.1019335892767325,0.0004943608831627208,1.5824978571505413
-0.10325348520248939,0.0005896091061255881,1.5762338359505659
-0.1045744131031687,0.0006822347070838172,1.5699327968114385
-0.10589642291304084,0.0007734298342348482,1.5635971365781398
-0.1072189487103742,0.0008623599740876858,1.5572281868312154
-0.10854201546230396,0.0009496211519771142,1.5508258144126104
-0.10986507389185533,0.001034855765705979,1.5443916172189789
-0.11118758304443187,0.0011180638152742805,1.5379262610405935
-0.11250960117668242,0.0011994838538568109,1.531432009564381
-0.11383105338720133,0.0012793539794982937,1.5249077975259047
-0.11515145697804102,0.0013570784919568514,1.5183560217701464
-0.11647078698206628,0.0014327763752362643,1.511776282822942
-0.1177890350768987,0.001507282207846109,1.5051711106873276
-0.11910519425475107,0.001579761411276809,1.498539573256921
-0.12041970560167896,0.0016511678081160463,1.4918834015864317
-0.12173268563098005,0.0017204283316980334,1.4852033946241858
-0.12304348519713866,0.001788020088372355,1.478500085002402
-0.12429304870298225,0.0018466710098948463,1.4717404495235629
-0.12548773444561337,0.0018968580725779293,1.4649260860843225
-0.12547762275584948,0.0012825726593470067,1.4581460774231443
-0.12557562708396441,0.0007818936930742562,1.4513436982088095
-0.12564379568549203,0.00030839441183337293,1.4445282695051331
-0.12564591789198568,-0.0001311302143537404,1.437731349771033
-0.12558309225739503,-0.0005367993889285761,1.4309536047967812
-0.1254579070414045,-0.0009092091778625316,1.4241960998468142
-0.12527149408747734,-0.0012489557121455855,1.4174595007114044
-0.12517135923049036,-0.001528859014162255,1.4108087885211493
-0.12517826680456776,-0.001746058396372469,1.4042470259113031
-0.1252799995582088,-0.0019059180217707028,1.3977672886630315
-0.12546589652467474,-0.0020133255971876603,1.3913633183477723
-0.1257268863115025,-0.0020728109671825654,1.3850304544336185
-0.12605444680320382,-0.0020885466341918134,1.378762704808117
-0.12644327664473382,-0.0020660161353251477,1.3725567405199053
-0.12689601403004727,-0.00201427928973818,1.3664045720857132
-0.12721347115436313,-0.0018584726626239103,1.3602940821225808
-0.12746698744538187,-0.001631498256863777,1.3542254037885628
-0.12774718528157183,-0.001373886965557562,1.3482026649833487
-0.12797516019326102,-0.001119851956297214,1.3421761977526083
-0.128138087395325,-0.0008635520247572539,1.336147599992996
-0.1282372069221464,-0.0006040334133685809,1.3301168717045115
-0.12827236064853545,-0.00034105776401214643,1.3240850781515912
-0.12766301274636851,-0.0006818771048866629,1.3181349104860816
-0.1271112224132609,-0.0008817910371837439,1.3122569144861131
-0.12667868344034,-0.0010052918818071034,1.306471995966243
-0.12635914572142254,-0.001061797060109507,1.3007728312334734
-0.12613914364824677,-0.0010576247527288557,1.2951524960689702
-0.12600759181277527,-0.0009987353430501533,1.289605664150553
-0.12595271404956282,-0.0008896588706883679,1.2841259438916062
-0.1260225138372581,-0.0007480382577166239,1.2786462236326592
-0.12620197760521581,-0.0005800723756761361,1.273158780206551
-0.12647736510668683,-0.0003910064360668903,1.2676618825585728
-0.12683371270529623,-0.000184774388150489,1.2621487396279452
-0.12663664710700878,-0.0006116628237355751,1.256706703098423
-0.12664728310661227,-0.0007978677182025528,1.2512763844776968
-0.1267287675135903,-0.0009379386132889931,1.2459105143553506
-0.12686193389047268,-0.001031041060522482,1.2406048316736402
-0.12703876778685394,-0.0010801553166141025,1.2353545427426036
-0.12725394288055392,-0.0010887383545130347,1.2301577833494775
-0.12750216613890614,-0.0010597704959489434,1.2250105587526268
-0.12777913489227438,-0.000995874330417176,1.219909806316798
-0.12800334808892383,-0.0009295939985276906,1.2148090538809693
-0.1281610072254565,-0.000854849742780216,1.2097067035484865
-0.12825209565711562,-0.0007712840910147604,1.2046052853223852
-0.12827820295817682,-0.0006784200019003201,1.199505464992938
-0.12823931248388326,-0.0005763769145707446,1.1944076420343082
-0.12813707206515942,-0.00046491621083266025,1.1893130148689866
-0.1279719560775745,-0.0003439187766451239,1.1842233145516816
-0.12740891388886133,-0.0005635022601944742,1.1791838148209248
-0.12691357424848498,-0.0006730556438501007,1.174222345710107
-0.12652797348977673,-0.0007158517193038195,1.1693484945991532
-0.12624087640188777,-0.0006991624247626333,1.1645525409500839
-0.12609919623189558,-0.0006418227979878159,1.159764044152067
-0.12608694569088122,-0.0005512236961715691,1.1549754141959956
-0.12618602360581055,-0.00043308733963559143,1.1501806589694168
-0.12638205722917562,-0.0002923011751362614,1.1453737863598783
-0.1262856091858227,-0.0005239247995708869,1.1406016680025652
-0.12628934593372723,-0.0006633996693225431,1.1358403354476672
-0.12638738355135576,-0.0007634162575101364,1.1310903213274017
-0.1265274325351803,-0.0008213519746383192,1.126390907267848
-0.12670373379934355,-0.0008401870123995932,1.1217391637918066
-0.12691200964134458,-0.0008230208715831472,1.1171329603704054
-0.12714634285013632,-0.0007714032700742847,1.1125699001586637
-0.12740361253381638,-0.0006877183742307235,1.108046720784246
-0.1276805646424278,-0.0005744695294697055,1.1035610919811982
-0.12789737092229547,-0.0004628896466720968,1.0990666747465532
-0.12804066563369856,-0.00034677978927810134,1.0945615382885208
-0.12811148907393785,-0.00022566317603104068,1.090048944979436
-0.127733328521525,-0.0004917382936673732,1.085583356463591
-0.12733065024232662,-0.0006501674127491184,1.0811133737319476
-0.1269908308872325,-0.0007450580010055409,1.0767143642433548
-0.12673462646798847,-0.0007816552699366264,1.0723855956285127
-0.12655566204273516,-0.0007658004238678541,1.0681213420910778
-0.1264438092769518,-0.0007027387068085005,1.063914745991243
-0.12639052108801502,-0.0005962848239420626,1.0597593491633652
-0.12644171203759338,-0.00046312806980972667,1.0555929667959907
-0.1265871039883549,-0.0003099441297186766,1.0514041472964324
-0.12681398866847285,-0.00014102458763695988,1.0471898946084637
-0.1266387443463672,-0.00045061108264919165,1.0430135253870014
-0.12662383064426277,-0.0005899667733413235,1.0388290335242145
-0.12666324542839594,-0.0006884335786250318,1.0346852880261057
-0.1267420749966623,-0.0007467269629689501,1.0305744991464867
-0.126853403452606,-0.0007678269880284175,1.0264928053017768
-0.12699296141610458,-0.0007547139755330984,1.02243574569715
-0.1271548982551382,-0.0007108449634507544,1.018400524013462
-0.12733436202309592,-0.0006390809644143628,1.0143842107735135
-0.12752666722093486,-0.0005422830235661918,1.0103876049256315
-0.12764116650305146,-0.00045454499940150364,1.0063635685185217
-0.1276635453785865,-0.0003722905773651405,1.0023148978713288
-0.12758951782266073,-0.000294923764631609,0.9982471856223418
-0.1274174692938632,-0.00022351740030166224,0.9941661575679044
-0.12694927725184887,-0.0004286765766080196,0.9901704172473768
-0.1265407400182523,-0.0005506276708367849,0.9862367951592752
-0.1262248807905905,-0.000645637503171313,0.9823411896957345
-0.12598415599518256,-0.0007252692706937472,0.9784887274418531
-0.12579346533875446,-0.0007972716928677687,0.9746947881529263
-0.1256294062932272,-0.0008690356919041603,0.9709764826389576
-0.1254712145244765,-0.0009471177415412909,0.9673563146111585
-0.12529918264043577,-0.0010368823298665425,0.9638573869919851
-0.1250957171331537,-0.0011422633411229365,0.9605045337586026
-0.1248496410484304,-0.0012664793901406045,0.9573215236237399
-0.12455189963855953,-0.0014101266322914933,0.954327131873082
-0.12421262123806184,-0.0015692710532954188,0.951512636654059
-0.1238413682597264,-0.001741170819578928,0.9488683840077193
-0.12344615515395864,-0.0019223688931742592,0.9463847199751114
-0.12303335686261795,-0.00211083877493943,0.9440533887568561
-0.12260777539804488,-0.002304553965732459,0.9418652024471925
-0.12217473708241959,-0.0025019644225751352,0.9398124378789594
-0.12173638908937096,-0.002701639866716005,0.9378869724108321
-0.12129643487728986,-0.002903103581916971,0.9360818818239764
-0.12085593971061234,-0.003104805785274148,0.9343897758463673
-0.12041600214328807,-0.003306388614516057,0.9328041963123613
-0.11997816181532223,-0.0035076138415608116,0.9313198834788057
-0.11954195267352406,-0.003707885636129372,0.9299290475995118
-0.11910784077108434,-0.0039069649899168765,0.9286284263021444
-0.11867587604227349,-0.004104971537112918,0.9274118943161962
-0.11824605848709151,-0.004301667049635611,0.9262747911097596
-0.11781780553904996,-0.00449705074726198,0.9252127890460633
-0.11739010186798322,-0.004690885182133115,0.9242209612770905
-0.1169623981969165,-0.004883408322256575,0.923296311746615
-0.11653524380282461,-0.005075096623796134,0.9224347125549471
-0.11609100356586417,-0.005258798562957358,0.9216312368540702
-0.11561908309832372,-0.005430936557322753,0.9208835543780305
-0.1151210719744789,-0.005592345965624872,0.920185606435348
-0.11460017431001622,-0.005744099334380852,0.9195369269728318
-0.11405636513780044,-0.0058869118679850015,0.9189330551956564
-0.1134901770900496,-0.006021737519062166,0.9183716608378677
-0.11290159352200686,-0.006148457173571401,0.9178496812642122
-0.11229121364491752,-0.006267666401717422,0.9173649193667905
-0.11165952847910754,-0.006379603951730766,0.9169149783006216
-0.1110070373672813,-0.006484865913964799,0.9164973280626699
-0.11033377359895247,-0.006583690516501405,0.9161105704933632
-0.10964031141823105,-0.006676554215504358,0.915752242168693
-0.1089265592789546,-0.0067635771653119,0.9154197465065966
-0.1081936739917216,-0.006845235301939154,0.9151130169280468
-0.10744159729988323,-0.006921767893765305,0.9148292571138988
-0.10667086183565748,-0.006993293534682649,0.9145665362723625
-0.10588202519839761,-0.007059931338732126,0.9143240554551108
-0.10507616929729643,-0.007122516144497638,0.9141006162396531
-0.10425270324348712,-0.007180690609856357,0.9138938883600357
-0.10341272559091932,-0.0072350497848643475,0.9137036720791768
-0.10255732657116427,-0.0072855947098189105,0.9135283029213951
-0.10168647289470836,-0.007332324344422744,0.9133675145705816
-0.10080126311550125,-0.007375716705285572,0.9132191099188369
-0.09990216328673368,-0.007415771272258744,0.9130826894919976
-0.09898976429727253,-0.007452725753275496,0.9129575209207639
-0.09806456548982219,-0.007486700822822722,0.9128424057826452
-0.09712766541833232,-0.007517575806413527,0.9127368780244508
-0.09618012934723894,-0.007546186062780465,0.9126406713300717
-0.09522138303243201,-0.007571934981421518,0.9125517883286903
-0.0942535819699188,-0.007595419692987353,0.9124705619154428
-0.09327619352748132,-0.007616519522991076,0.9123965926161659
-0.092290823924152,-0.007635116397689046,0.9123283491132327
-0.09129801411452727,-0.007651805367137326,0.9122674293032971
-0.09029772248671511,-0.007666468357592274,0.9122107039720784
-0.08929156358212635,-0.007679104328756589,0.9121591718049854
-0.08827957901265306,-0.007689833434968516,0.9121122335907728
-0.08726279243083922,-0.007698773749971696,0.9120696895923587
-0.0862417031793892,-0.007706045428104373,0.912030674282389
-0.08521693543668353,-0.007711648469366548,0.9119953873979455
-0.08418948788813096,-0.007715701467650512,0.9119636292019463
-0.08315937717848831,-0.007718204943104916,0.911934201271901
-0.0821276519274348,-0.007719397123811647,0.9119082354512726
-0.08109489470145888,-0.007719039261540168,0.91188479963368
-0.08006104724391172,-0.007717608852751552,0.9118634943449593
-0.07902774906333938,-0.007714867149215261,0.9118437203738655
-0.07799442591563183,-0.007710933264972239,0.9118261435106709
-0.07696220132187392,-0.00770592631406343,0.9118107637553757
-0.07593154965763485,-0.007699608588555598,0.91179684873868
-0.07490303684464625,-0.0076924560244638635,0.911784132144475
-0.07387717887036932,-0.007684111279665398,0.9117729468678967
-0.07285346806972126,-0.007675289558554511,0.9117620944864545
-0.07183400168206053,-0.0076647992005731205,0.9117537721080481
-0.0708177477324647,-0.007653950980320251,0.9117458492038051
-0.0698062749892634,-0.007642268961780781,0.9117387918269164
-0.06879905914261703,-0.007629751584508757,0.9117324668193274
-0.06779663698593279,-0.007616519522991076,0.911726541285902
-0.06679955363499633,-0.007602572257079087,0.9117218141749671
-0.06580832091607963,-0.00758790926662414,0.911717553117223
-0.06482295963512873,-0.007572531071774883,0.9117137581126696
-0.06384397745722639,-0.007556676420761855,0.9117105623193615
-0.06287139102712945,-0.007540106565354518,0.9117074996841079
-0.061905192022459504,-0.0075231788476757015,0.9117047033649633
-0.06094699082343819,-0.00750565503964352,0.9117031054683093
-0.05999570135968348,-0.007487654255298916,0.9117009749394372
-0.05905188123054861,-0.007469177014790541,0.9116999762540284
-0.05811551795246595,-0.007449984049739206,0.9116989775686197
-0.057187660145114734,-0.007430910718877464,0.9116978457251564
-0.05626781678816897,-0.007411241297662357,0.9116973130929383
-0.05535647890195466,-0.007391094900134829,0.9116967138816932
-0.05445366313122859,-0.007370709754376763,0.9116955820382299
-0.05355938195955839,-0.007349967786644519,0.9116955820382299
-0.05267361041980883,-0.007328867436492145,0.9116957151962843
-0.05179688946657634,-0.007307528858257885,0.911695648617257
-0.050929231583428526,-0.007286071165982682,0.9116955820382299
-0.05007116108020499,-0.007264375245625594,0.9116955820382299
-0.04922214116349853,-0.007242202348956082,0.9116955820382299
-0.04838218847806594,-0.007219791224204685,0.9116955820382299
-0.04755181068899003,-0.00719749869334558,0.9116961146704479
-0.04673102444102761,-0.00717496845455324,0.9116967804607203
-0.04591982973417868,-0.007152199467530363,0.9116973130929383
-0.045118214084875624,-0.00712919173227695,0.9116972465139112
-0.044326194137875266,-0.00710630363121313,0.9116984449364016
-0.04354375324842078,-0.007083296416108368,0.9116989775686197
-0.042771444854676204,-0.007059931338732126,0.9116995767798649
-0.04200817456388109,-0.00703680500958642,0.9116994436218104
-0.04125502844641748,-0.007013439932210178,0.9116999762540284
-0.040512010663474575,-0.006990074854833936,0.9117004423072192
-0.03977803930585953,-0.006966590663416751,0.911701174676519
-0.039054192121575994,-0.006943106471999565,0.9117015741506825
-0.03834046494943476,-0.0069196222805823805,0.9117019736248461
-0.037635796686189,-0.006896018454975602,0.9117025062570641
-0.036941244273896334,-0.006872534263558417,0.9117031720473365
-0.03625627924152795,-0.006848692730018403,0.9117037046795545
-0.03558088494432705,-0.006825446766683104,0.911704104153718
-0.034915111316564044,-0.006801962575265919,0.9117047033649633
-0.034258910504563124,-0.006778359269807791,0.9117053025762086
-0.03361228666951348,-0.006755113306472492,0.9117057686293993
-0.03297526893973953,-0.00673174822909625,0.9117063678406446
-0.03234782194513306,-0.0067085022657609504,0.9117069670518899
-0.03172944010120587,-0.006685137188384709,0.9117073665260534
-0.031120637314824548,-0.006662010859239003,0.9117080323163259
-0.0305208913567441,-0.006638645781862761,0.9117084983695167
-0.02993073485918254,-0.006615876794839884,0.9117090310017347
-0.02934910463829844,-0.0065929886937760645,0.91170963021298
-0.028777051394365614,-0.0065699809585226514,0.9117095636339527
-0.02821352650770485,-0.006547450719730311,0.911710162845198
-0.02765959108156297,-0.006524800846748378,0.911710695477416
-0.027114171529125538,-0.0065022700878073865,0.9117110283725522
-0.026577282414554766,-0.00647985896305599,0.9117116941628248
-0.02604944596709566,-0.006457566952345535,0.9117122267950428
-0.02553012747393561,-0.006435394055676024,0.9117121602160155
-0.025018798464045793,-0.00641310204496557,0.9117126928482336
-0.024516528363051453,-0.006391167376377944,0.9117132254804516
-0.024022782458139963,-0.006369590570061799,0.9117138912707241
-0.02353702187530951,-0.006347655901474173,0.9117144239029421
-0.023059248695154695,-0.006326317323239914,0.9117147567980785
-0.02258999971108273,-0.006304740516923767,0.9117148233771056
-0.02212820549746839,-0.0062836406869200435,0.9117154891673782
-0.021674933399342303,-0.006262659450808613,0.9117160217995962
-0.021229118152268436,-0.006241440506763947,0.9117164878527869
-0.020791298630248613,-0.006220698018883052,0.9117170204850049
-0.020360929717497207,-0.0062000746450431,0.911717553117223
-0.019938021816987225,-0.006179570905392742,0.9117174865381957
-0.01952256660634026,-0.006158947531552791,0.911718085749441
-0.019114572407934724,-0.006138920248066205,0.911718618381659
-0.018714032979986805,-0.006118773850538676,0.9117190844348497
-0.01832040944849469,-0.006098985315282626,0.9117195504880405
-0.017934255251622403,-0.006079077145836983,0.9117194839090133
-0.01755502319298972,-0.006059646472852413,0.911720216278313
-0.017182181680675927,-0.006039976531488655,0.9117206157524765
-0.016816795979117057,-0.006020903200626914,0.9117212149637218
-0.016457802904471675,-0.006001472007493693,0.9117211483846945
-0.016105737169552405,-0.005982636904713838,0.9117222802281578
-0.015759518945760997,-0.005964040550164519,0.9117222802281578
-0.015420235343776805,-0.0059452054473846635,0.9117228794394031
-0.0150873402075169,-0.005926608572686695,0.9117240112828664
-0.01476030298535787,-0.005908369560260205,0.9117245439150844
-0.014440189982033044,-0.005890249661874658,0.9117244773360572
-0.01412540642178028,-0.00587248762576059,0.9117251431263297
-0.013817012367549104,-0.005854606475605579,0.9117261418117385
-0.013514478308013403,-0.005836843919342862,0.9117261418117385
-0.01321726953036056,-0.0058194397455002735,0.9117267410229838
-0.012926449218432005,-0.0058020350515090345,0.9117270073390927
-0.012640959389872811,-0.005784869105748333,0.911727606550338
-0.012360794843196476,-0.0057674644117570945,0.911728139182556
-0.012086490291215614,-0.005750894036201107,0.911728671814774
-0.01181750998082031,-0.005734205066752827,0.9117292044469921
-0.011553324400684451,-0.005717277349074011,0.9117296039211555
-0.011294999855541365,-0.005701183949830446,0.9117302697114281
-0.011041464839171221,-0.005684852322504996,0.9117314015548914
-0.01079272663365512,-0.0056688780373023735,0.9117319341871094
-0.010549312669724578,-0.00565278515820746,0.9117325333983547
-0.010310694476350779,-0.005637049621235374,0.9117329994515454
-0.01007686893264182,-0.005621433198304232,0.9117335320837635
-0.009847304446676992,-0.005605935889414032,0.9117340647159815
-0.009623065242595019,-0.005590676808605719,0.9117345307691722
-0.009403088136554473,-0.005575179499715519,0.9117356626126355
-0.009187371047960755,-0.005560278801327336,0.9117361286658263
-0.008976451810518381,-0.0055454966968314446,0.9117366612980443
-0.008769257877710216,-0.005530595478294611,0.9117372605092896
-0.008566856594566893,-0.005515932487839663,0.9117377265624803
-0.008368716889316348,-0.0055013891315743085,0.9117387918269164
-0.008174305089443263,-0.005486964889349897,0.9117394576171889
-0.007984156427908905,-0.005472897989248314,0.9117399236703796
-0.007797735151603359,-0.005458950723336325,0.9117403897235704
-0.007615574933041939,-0.005445003457424336,0.9117410555138429
-0.007436609987639964,-0.005431174785404639,0.9117420541992517
-0.007261906099982116,-0.005417704495805072,0.9117424536734152
-0.00709093271844498,-0.005403875823785376,0.9117432526217423
-0.0069231520093240365,-0.005390524648226752,0.911743452358824
-0.006759102326472456,-0.005377411700750014,0.911743984991042
-0.0065987810691469865,-0.005364298753273276,0.9117451168345053
-0.006441653524535011,-0.005351304919837482,0.9117456494667233
-0.0062877222933797805,-0.005338430200442629,0.9117467813101866
-0.0061375210481966124,-0.005325674595088721,0.9117473805214319
-0.005989981403657572,-0.005313157737965348,0.9117484457858679
-0.005846170184644643,-0.005300640880841976,0.9117490449971132
-0.005705022646870443,-0.005288243137759547,0.9117495110503039
-0.00556707194270164,-0.00527596450871806,0.9117507094727945
-0.0054323154713949795,-0.005263804993717517,0.9117511755259853
-0.005300221641029748,-0.0052518842269475095,0.9117515084211215
-0.005171325684567215,-0.005240201688259389,0.911752706843612
-0.005045092369046109,-0.005228042173258845,0.9117532394758301
-0.004921521694466432,-0.0052165983828012605,0.9117542381612388
-0.004801146813194851,-0.005205034958154083,0.9117548373724841
-0.004682901940646682,-0.0051935906475478475,0.9117558360578929
-0.004567321789634544,-0.005182265971131206,0.9117564352691382
-0.004454403239266534,-0.00517117952279645,0.9117575671126015
-0.0043441478499886025,-0.005159973960420752,0.9117579665867649
-0.0042360240298800365,-0.005149006626126939,0.9117591650092555
-0.004130563370861549,-0.005138158405874069,0.9117596976414735
-0.004027764572561514,-0.005127429819810793,0.911760629747855
-0.003926563670915528,-0.005116700713598867,0.9117612955381276
-0.003828027750879897,-0.005106210355617476,0.9117622276445091
-0.0037316210593447033,-0.005095719997636086,0.9117627602767271
-0.0036378777889739143,-0.005085229639654696,0.9117632929089451
-0.0035457324152571726,-0.005074977509755192,0.9117644247524084
-0.003455717310338169,-0.005064725379855687,0.9117648242265719
-0.0033678332544398795,-0.005054711998186719,0.9117664221232259
-0.003282079467339328,-0.005044698616517751,0.911766954755444
-0.00319845620911084,-0.005034803828741076,0.9117682863359889
-0.003116430067313424,-0.005025028675153994,0.9117684860730707
-0.003036535754759697,-0.005015253521566913,0.9117695513375068
-0.002958238298562717,-0.005005955344292253,0.9117700839697248
-0.002881540819614386,-0.004995941962623285,0.9117714155502699
-0.002806971788943517,-0.004986524151159032,0.9117718150244334
-0.0027340016952239962,-0.004977345087925316,0.9117729468678967
-0.002663160830004913,-0.004968046910650657,0.91177407871136
-0.002593386009444837,-0.004958986961457883,0.9117749442387142
-0.0025257419778311496,-0.004949688784183223,0.9117756100289867
-0.0024591629505791687,-0.004940747949031393,0.91177674187245
-0.0023947136719762755,-0.004931807113879563,0.9117770747675863
-0.002331331218255365,-0.004922866798876382,0.9117782731900768
-0.002269545100742551,-0.004914045077765495,0.9117791387174311
-0.002209358440329736,-0.0049055812189260865,0.9117803371399216
-0.0021507687663108303,-0.004896759497815199,0.9117809363511669
-0.0020932442266907935,-0.004888176524934848,0.9117820681946301
-0.0020373181038734547,-0.0048797126660954405,0.9117824676687937
-0.001982456725343497,-0.004871367921296975,0.9117835329332297
-0.001929193633579075,-0.0048631428106881034,0.9117839989864205
-0.001876996326399335,-0.004854798065889638,0.9117853305669655
-0.0018263958755763417,-0.0048465724351321165,0.9117861960943198
-0.0017768610793008678,-0.004838228210482302,0.911787327937783
-0.0017283916774985882,-0.004830359921847609,0.9117877939909739
-0.00168098701998369,-0.00482225392527968,0.9117888592554099
-0.0016351805191971644,-0.004814624384875523,0.9117894584666552
-0.0015899070407401426,-0.0048065183883075945,0.9117911229423364
-0.0015462314589371683,-0.004798531505780608,0.9117917221535817
-0.001503620751458738,-0.004791021079417395,0.9117926542599633
-0.0014615426761983234,-0.004783272424972295,0.911793652945372
-0.0014210624975919562,-0.0047756428845681384,0.9117941855775901
-0.0013811149512036052,-0.004768252092394518,0.9117951176839716
-0.0013427654315064641,-0.004760622551990361,0.9117957168952168
-0.001304948544027339,-0.004753231759816742,0.91179684873868
-0.0012681973110957331,-0.004745840967643121,0.9117980471611706
-0.0012319780601963305,-0.004738568769361793,0.9117991124256066
-0.001197357096062463,-0.004731177977188173,0.9117995784787974
-0.0011632688941837738,-0.004724144527137382,0.9118006437432334
-0.0011297128043744502,-0.004716991963045648,0.9118017090076694
-0.0010977548712934994,-0.004709839398953913,0.9118027076930783
-0.0010657967431568047,-0.0047025677208212355,0.9118037063784871
-0.0010349040745118855,-0.004695892133041924,0.9118049048009775
-0.0010050769953959045,-0.00468873956895019,0.9118059700654136
-0.000975782028349289,-0.004682063981170878,0.9118070353298496
-0.0009470202136693397,-0.00467514964516103,0.9118075679620676
-0.0009193230132396092,-0.004668474057381718,0.9118085666474764
-0.0008921587051022196,-0.0046617984696024056,0.9118095653328853
-0.0008660597914380244,-0.004655122361674443,0.9118106971763486
-0.0008404937700661702,-0.0046483276598541885,0.9118117624407845
-0.0008154597307265188,-0.004641771186115819,0.9118128277052205
-0.0007909588437535338,-0.004635214712377451,0.9118133603374385
-0.0007669900038313328,-0.004628777352680025,0.9118144256018746
-0.0007440872085681392,-0.004622220878941656,0.9118156240243651
-0.0007211839581748764,-0.00461578351924423,0.9118164895517195
-0.0006993457771619014,-0.004609465273587747,0.9118176879742099
-0.0006780406184784301,-0.004603266662120857,0.9118186866596187
-0.0006572682220501373,-0.004596710188382489,0.9118197519240547
-0.0006370280677283725,-0.004590630170807891,0.9118202179772456
-0.0006173208707175301,-0.004584431559341002,0.9118213498207088
-0.0005981461108689596,-0.0045782324277254625,0.9118223485061177
-0.0005795037231640796,-0.004572152930299516,0.9118228145593084
-0.0005608616605521062,-0.004566072912724919,0.9118240795608261
-0.0005432847323390019,-0.004559993415298972,0.9118250116672076
-0.00052624076143682,-0.004554152145954912,0.9118261435106709
-0.0005091963354045691,-0.004548072648528965,0.911827208775107
-0.0004926847041367871,-0.004541993151103019,0.9118281408814886
-0.000477238694907234,-0.004536270995799901,0.9118294058830063
-0.0004612594682924334,-0.0045303106124148975,0.9118304045684151
-0.0004463457661879897,-0.00452458845711178,0.9118309372006331
-0.000431964858848015,-0.00451874718776772,0.9118321356231236
-0.00041758365892442453,-0.004512905918423659,0.9118331343085324
-0.00040373531878388444,-0.004507302877161484,0.9118335337826959
-0.00039041935078703503,-0.004501819470088903,0.9118351316793499
-0.00037710364286451075,-0.004495739452514307,0.9118357974696225
-0.00036432040461354916,-0.0044901369314007825,0.9118368627340585
-0.0003520698961084753,-0.004484653004179551,0.9118379279984946
-0.0003398193550941108,-0.004479050483066027,0.9118389932629306
-0.0003281012187327276,-0.0044735665558447955,0.9118400585273666
-0.00031691623473801065,-0.004468202262813158,0.9118411903708299
-0.0003057307305946433,-0.004462599741699633,0.9118421890562387
-0.00029507815125290766,-0.004457234928519345,0.9118426551094294
-0.0002844253443461374,-0.004451751521446764,0.9118441864270562
-0.0002743057223153241,-0.004446625456497011,0.9118447856383015
-0.000264185758936959,-0.004441022415234837,0.9118458509027375
-0.00025459816770228454,-0.0044357772362441416,0.9118469161671736
-0.00024554350126924175,-0.004430532057253447,0.9118480480106369
-0.00023648863978045504,-0.004425167764221809,0.9118491798541002
-0.00022743374578237772,-0.004419922585231113,0.9118496459072909
-0.00021891193913238532,-0.004414677406240419,0.911851243803945
-0.0002103896610976785,-0.004409670455331609,0.911851776436163
-0.00020240024284602211,-0.004404306162299971,0.9118526419635172
-0.00019441092212223765,-0.004399180097350219,0.911853906965035
-0.00018695397354214383,-0.00439417314644141,0.9118549722294711
-0.00017949726878172987,-0.004389047601640308,0.9118560374939071
-0.00017257293616500659,-0.004384040650731499,0.9118571027583431
-0.00016511621514994732,-0.004378914585781747,0.9118581680227792
-0.00015872438471407728,-0.004373907634872938,0.9118586340759699
-0.00015180014962522592,-0.004368901204112779,0.9118598324984605
-0.0001454085304997451,-0.004364013367244912,0.911860764604842
-0.00013954941355511752,-0.004359006676410429,0.9118612306580327
-0.00013315815203183387,-0.00435399972550162,0.9118630282917686
-0.0001272991407424009,-0.004349112148708078,0.9118639603981501
-0.0001219727372890158,-0.004344224571914538,0.9118645596093954
-0.0001166463338356307,-0.004339575483277208,0.9118656248738314
-0.00011132016607460281,-0.004334568792442724,0.9118667567172947
-0.00010599399018625226,-0.0043295618415339155,0.911868421192976
-0.00010066758673286716,-0.0043249127528965856,0.9118688206671395
-9.587379924285257e-05,-0.0043201442901439875,0.9118698859315755
-9.161271711675781e-05,-0.0043153760874657145,0.9118710177750388
-8.681892962674323e-05,-0.0043107269988283846,0.9118719498814203
-8.25579694104884e-05,-0.004305958536075787,0.9118725490926656
-7.829677350187636e-05,-0.004301190073323189,0.9118742135683469
-7.403593519546145e-05,-0.0042965409846858595,0.9118752122537557
-6.97746336316548e-05,-0.0042917725219332615,0.9118762775181917
-6.604638690664245e-05,-0.004287123433295932,0.9118768101504097
-6.231804265375814e-05,-0.004282712572740488,0.911877941993873
-5.8589572427372556e-05,-0.004277705881906004,0.9118790072583091
-5.486122004716559e-05,-0.004273295281424886,0.9118800059437178
-5.1665357656827875e-05,-0.004268765306828499,0.9118810712081539
-4.846961311266876e-05,-0.004264235332232112,0.9118822030516172
-4.474137045131774e-05,-0.004259705357635726,0.9118832017370259
-4.207799805084927e-05,-0.004255175383039339,0.9118844001595164
-3.888225350669016e-05,-0.0042507645224838944,0.9118848662127073
-3.568650489886972e-05,-0.004246115433846565,0.911885864898116
-3.302324831274919e-05,-0.004241585459250179,0.9118869301625521
-3.0360107540976613e-05,-0.00423717485876906,0.9118879288479608
-2.7696964737373366e-05,-0.004232763998213616,0.9118889941123969
-2.5033708151252843e-05,-0.00422823402361723,0.9118901259558602
-2.2903055337518846e-05,-0.004223942537177054,0.9118911246412689
-2.0239796719567656e-05,-0.00421953167662161,0.911892189905705
-1.8109377566360212e-05,-0.004215121076140491,0.911892722537923
-1.5978842598804824e-05,-0.0042107102155850475,0.9118937212233317
-1.3848538244029989e-05,-0.004206418729144872,0.9118949196458223
-1.1717887462126659e-05,-0.004202008128663753,0.9118958517522038
